Metro,Date,Days_on_Market,Income_Needed,Inventory,Market_Temp,New_Construction,Sales_Count,ZHVF_Growth,ZHVI,ZHVI_State,ZORF_Growth,ZORI
"Homosassa Springs, FL",2009-09-30,,,,,,,,126366.15651050482,,,
"Homosassa Springs, FL",2009-10-31,,,,,,,,125638.38682945246,,,
"Homosassa Springs, FL",2009-11-30,,,,,,,,124964.18632100637,,,
"Homosassa Springs, FL",2009-12-31,,,,,,,,124480.43496385797,,,
"Homosassa Springs, FL",2010-01-31,,,,,,,,124076.07207868532,,,
"Homosassa Springs, FL",2010-02-28,,,,,,,,123276.25990672165,,,
"Homosassa Springs, FL",2010-03-31,,,,,,,,122901.59643959276,,,
"Homosassa Springs, FL",2010-04-30,,,,,,,,122665.73945850406,,,
"Homosassa Springs, FL",2010-05-31,,,,,,,,122348.88018054648,,,
"Homosassa Springs, FL",2010-06-30,,,,,,,,121576.6152405585,,,
"Homosassa Springs, FL",2010-07-31,,,,,,,,120489.61551508783,,,
"Homosassa Springs, FL",2010-08-31,,,,,,,,119163.64031183282,,,
"Homosassa Springs, FL",2010-09-30,,,,,,,,117751.57797172271,,,
"Homosassa Springs, FL",2010-10-31,,,,,,,,116132.37800081617,,,
"Homosassa Springs, FL",2010-11-30,,,,,,,,114371.66184656935,,,
"Homosassa Springs, FL",2010-12-31,,,,,,,,112748.18026861704,,,
"Homosassa Springs, FL",2011-01-31,,,,,,,,111409.51560361992,,,
"Homosassa Springs, FL",2011-02-28,,,,,,,,110493.91728669022,,,
"Homosassa Springs, FL",2011-03-31,,,,,,,,109502.47931261243,,,
"Homosassa Springs, FL",2011-04-30,,,,,,,,108664.6217011173,,,
"Homosassa Springs, FL",2011-05-31,,,,,,,,107665.08744476829,,,
"Homosassa Springs, FL",2011-06-30,,,,,,,,106663.7126316501,,,
"Homosassa Springs, FL",2011-07-31,,,,,,,,105710.97759181778,,,
"Homosassa Springs, FL",2011-08-31,,,,,,,,105016.11847129546,,,
"Homosassa Springs, FL",2011-09-30,,,,,,,,104515.47473387928,,,
"Homosassa Springs, FL",2011-10-31,,,,,,,,104142.14455021198,,,
"Homosassa Springs, FL",2011-11-30,,,,,,,,103742.29254975787,,,
"Homosassa Springs, FL",2011-12-31,,,,,,,,103064.30756143678,,,
"Homosassa Springs, FL",2012-01-31,,24687.738799320305,,,,,,102156.39652292035,,,
"Homosassa Springs, FL",2012-02-29,,24432.169492890167,,,,,,101202.58245912811,,,
"Homosassa Springs, FL",2012-03-31,,24381.210829715666,,,,,,100448.32179672307,,,
"Homosassa Springs, FL",2012-04-30,,24193.75889936894,,,,,,100011.17826480784,,,
"Homosassa Springs, FL",2012-05-31,,23932.723889349025,,,,,,99822.4623882377,,,
"Homosassa Springs, FL",2012-06-30,,23718.548612507013,,,,,,99963.61516860315,,,
"Homosassa Springs, FL",2012-07-31,,23488.801727780712,,,,,,100036.73850567825,,,
"Homosassa Springs, FL",2012-08-31,,23542.285961049718,,,,,,99930.58444877568,,,
"Homosassa Springs, FL",2012-09-30,,23289.387395514805,,,,,,99687.30239688209,,,
"Homosassa Springs, FL",2012-10-31,,22997.97152848736,,,,,,99327.19335794887,,,
"Homosassa Springs, FL",2012-11-30,,22889.159867780938,,,,,,99136.33817438019,,,
"Homosassa Springs, FL",2012-12-31,,22843.0274833841,,,,,,99057.8719732436,,,
"Homosassa Springs, FL",2013-01-31,,23035.434448346048,,,,,,99381.5087672976,,,
"Homosassa Springs, FL",2013-02-28,,23287.214342284944,,,,,,99693.12902983716,,,
"Homosassa Springs, FL",2013-03-31,,23433.96601239685,,,,,,100245.9741589928,,,
"Homosassa Springs, FL",2013-04-30,,23303.113519592272,,,,,,100784.29496577576,,,
"Homosassa Springs, FL",2013-05-31,,23613.76494741216,,,,,,101643.40846292696,,,
"Homosassa Springs, FL",2013-06-30,,24760.39622689055,,,,,,102514.63524692932,,,
"Homosassa Springs, FL",2013-07-31,,25479.99843270701,,,,,,103157.97821939828,,,
"Homosassa Springs, FL",2013-08-31,,25776.20330468192,,,,,,103552.36110811772,,,
"Homosassa Springs, FL",2013-09-30,,25915.513997082777,,,,,,103683.3758498762,,,
"Homosassa Springs, FL",2013-10-31,,25420.970581684007,,,,,,103890.94553711201,,,
"Homosassa Springs, FL",2013-11-30,,25617.258222579458,,,,,,104031.54444518963,,,
"Homosassa Springs, FL",2013-12-31,,26097.855950531874,,,,,,104215.08108239039,,,
"Homosassa Springs, FL",2014-01-31,,26102.741785594517,,,,,,104650.14357555467,,,
"Homosassa Springs, FL",2014-02-28,,26003.476905759035,,,,,,105197.62588572285,,,
"Homosassa Springs, FL",2014-03-31,,26265.1565696297,,,,,,105869.10002073353,,,
"Homosassa Springs, FL",2014-04-30,,26425.29324899514,,,,,,106473.90181708765,,,
"Homosassa Springs, FL",2014-05-31,,26337.641309525563,,,,,,107246.88886379602,,,
"Homosassa Springs, FL",2014-06-30,,26471.89325039945,,,,,,107975.02445839916,,,
"Homosassa Springs, FL",2014-07-31,,26561.206855504544,,,,,,108697.09226714668,,,
"Homosassa Springs, FL",2014-08-31,,26565.676918983037,,,,,,109045.42174978823,,,
"Homosassa Springs, FL",2014-09-30,,26657.72765258705,,,,,,109197.97425703128,,,
"Homosassa Springs, FL",2014-10-31,,26324.91119271338,,,,,,108994.52647835412,,,
"Homosassa Springs, FL",2014-11-30,,26237.34289515646,,,,,,109120.79301761917,,,
"Homosassa Springs, FL",2014-12-31,,25974.094219693725,,,,,,109321.28053389548,,,
"Homosassa Springs, FL",2015-01-31,,25466.838188131853,,,,,,109853.87329365041,,,
"Homosassa Springs, FL",2015-02-28,,25613.81946096423,,,,,,110379.04376094804,,,
"Homosassa Springs, FL",2015-03-31,,25838.945668275766,,,,,,111093.45505236236,,,
"Homosassa Springs, FL",2015-04-30,,25760.264972472894,,,,,,111891.35487833386,,,
"Homosassa Springs, FL",2015-05-31,,26266.27099861709,,,,,,112910.90907526186,,,
"Homosassa Springs, FL",2015-06-30,,26757.478155071127,,,,,,114075.44818399544,,,
"Homosassa Springs, FL",2015-07-31,,27131.738892642126,,,,,,115358.25262811506,,,
"Homosassa Springs, FL",2015-08-31,,27040.556033933844,,,,,,116379.32829286065,,,
"Homosassa Springs, FL",2015-09-30,,27212.645809436508,,,,,,117380.11413632023,,,
"Homosassa Springs, FL",2015-10-31,,27217.77608437481,,,,,,118402.96081070461,,,
"Homosassa Springs, FL",2015-11-30,,27779.396003968228,,,,,,119601.64563599658,,,
"Homosassa Springs, FL",2015-12-31,,28024.887210809193,,,,,,120565.85372118624,,,
"Homosassa Springs, FL",2016-01-31,,27764.577573363884,,,,,,121607.07233294315,,,
"Homosassa Springs, FL",2016-02-29,,27502.233308656876,,,,,,122659.28390206043,,,
"Homosassa Springs, FL",2016-03-31,,27796.303004920188,,,,,,123767.3386379977,,,
"Homosassa Springs, FL",2016-04-30,,27797.851200464425,,,,,,124786.95712386671,,,843.8029825547526
"Homosassa Springs, FL",2016-05-31,,27975.573052400505,,,,,,125747.34605159804,,,
"Homosassa Springs, FL",2016-06-30,,28088.149466458915,,,,,,126689.0298707431,,,868.979766313241
"Homosassa Springs, FL",2016-07-31,,27951.976331651786,,,,,,127435.18743269087,,,870.6565715762476
"Homosassa Springs, FL",2016-08-31,,28095.66634392042,,,,,,128144.08382288933,,,869.9814271612166
"Homosassa Springs, FL",2016-09-30,,28357.071281788765,,,,,,129117.06621126202,,,886.4420734591714
"Homosassa Springs, FL",2016-10-31,,28633.260628854357,,,,,,130349.74953407259,,,902.7623618492132
"Homosassa Springs, FL",2016-11-30,,29602.93413475136,,,,,,131612.33853926256,,,932.295536611948
"Homosassa Springs, FL",2016-12-31,,30875.90023383731,,,,,,132671.87087659884,,,933.9141681429248
"Homosassa Springs, FL",2017-01-31,,30793.918341776858,,,,,,133637.29423503546,,,930.8286010190502
"Homosassa Springs, FL",2017-02-28,,31023.1902879793,,,,,,134463.29610354782,,,924.0879676500361
"Homosassa Springs, FL",2017-03-31,,31283.76014355328,,,,,,135304.02731625675,,,936.2591327609581
"Homosassa Springs, FL",2017-04-30,,31106.049376020237,,,,,,136219.01006164312,,,949.4554338633213
"Homosassa Springs, FL",2017-05-31,,31257.191071943387,,,,,,137327.20983156734,,,958.4624684891778
"Homosassa Springs, FL",2017-06-30,,31261.49326811286,,,,,,138616.26517455807,,,962.8364604000109
"Homosassa Springs, FL",2017-07-31,,31677.532961341738,,,,,,139904.87697735624,,,978.4505729897455
"Homosassa Springs, FL",2017-08-31,,31671.302336812,,,,,,141137.24186476335,,,986.8346943475141
"Homosassa Springs, FL",2017-09-30,,31703.081832244443,,,,,,142411.38843712094,,,1004.4149360472521
"Homosassa Springs, FL",2017-10-31,,32157.954007239005,,,,,,143651.5348766033,,,1005.9448243499361
"Homosassa Springs, FL",2017-11-30,,32440.376798844678,,,,,,144840.26050936195,,,1007.0003545327314
"Homosassa Springs, FL",2017-12-31,,32691.618426991463,,,,,,145848.26285646376,,,1003.5169903842367
"Homosassa Springs, FL",2018-01-31,,32842.27957328064,,36.0,33.0,,,147107.63786874796,,,1009.8739087166834
"Homosassa Springs, FL",2018-02-28,,33968.61745225347,,37.0,29.0,,,148754.0465120199,,,1018.6162578730093
"Homosassa Springs, FL",2018-03-31,62.0,34679.79709166693,1730.0,39.0,48.0,,,150784.253291071,,,1026.149970480886
"Homosassa Springs, FL",2018-04-30,63.0,35062.962491208906,1744.0,41.0,36.0,,,152442.69281926425,,,1031.3867067270326
"Homosassa Springs, FL",2018-05-31,64.0,35643.47211876191,1711.0,42.0,47.0,,,153694.24210717806,,,1037.546327153095
"Homosassa Springs, FL",2018-06-30,65.0,35761.89597700054,1656.0,42.0,42.0,,,154599.39776487098,,,1042.4519863296769
"Homosassa Springs, FL",2018-07-31,67.0,35869.80473986436,1621.0,42.0,30.0,,,155744.96389975198,,,1040.6194492147745
"Homosassa Springs, FL",2018-08-31,65.0,36203.09655623606,1614.0,41.0,37.0,,,156936.96002135778,,,1037.4034211732765
"Homosassa Springs, FL",2018-09-30,65.0,36701.386858440455,1612.0,39.0,18.0,,,158118.69642646983,,,1042.8597452223669
"Homosassa Springs, FL",2018-10-31,63.0,37534.29222847806,1627.0,38.0,36.0,,,159040.42313607156,,,1049.6860393122981
"Homosassa Springs, FL",2018-11-30,66.0,37834.607833772745,1660.0,37.0,15.0,,,159831.45688491725,,,1050.9799140373636
"Homosassa Springs, FL",2018-12-31,72.0,37310.434372547774,1699.0,38.0,28.0,,,160595.888331194,,,1036.4946071884008
"Homosassa Springs, FL",2019-01-31,76.0,36967.06123666033,1768.0,38.0,24.0,,,161207.88855139617,,,1026.5855424202487
"Homosassa Springs, FL",2019-02-28,78.0,36793.98980682496,1820.0,40.0,31.0,,,161662.26181875137,,,1038.0636192501613
"Homosassa Springs, FL",2019-03-31,78.0,36543.41506519083,1876.0,40.0,37.0,,,161894.9400773303,,,1051.5394898230095
"Homosassa Springs, FL",2019-04-30,85.0,36227.09282031303,1851.0,40.0,36.0,,,162052.3776973949,,,1061.6915386188787
"Homosassa Springs, FL",2019-05-31,90.0,36060.329028183965,1795.0,39.0,49.0,,,162165.97498641428,,,1061.6167771404107
"Homosassa Springs, FL",2019-06-30,91.0,35310.2201429017,1705.0,42.0,42.0,,,162322.3524983489,,,1076.1835353390368
"Homosassa Springs, FL",2019-07-31,86.0,35237.72422049321,1626.0,45.0,38.0,,,162478.89082530796,,,1095.4884846571333
"Homosassa Springs, FL",2019-08-31,79.0,34866.13971648653,1561.0,46.0,44.0,,,162880.29682882247,,,1102.1084805361027
"Homosassa Springs, FL",2019-09-30,78.0,34943.974223485195,1505.0,45.0,33.0,,,163516.1541427309,,,1094.585475898056
"Homosassa Springs, FL",2019-10-31,76.0,35386.51491922353,1493.0,43.0,28.0,,,164613.24552257665,,,1084.2568560485722
"Homosassa Springs, FL",2019-11-30,74.0,35663.35767442448,1482.0,41.0,18.0,,,166019.1365346798,,,1094.309896120116
"Homosassa Springs, FL",2019-12-31,77.0,36015.27503947956,1468.0,41.0,36.0,,,167531.7251237769,,,1096.9148368786232
"Homosassa Springs, FL",2020-01-31,79.0,35774.74135725735,1468.0,44.0,43.0,,,168822.78791395936,,,1103.7253856209215
"Homosassa Springs, FL",2020-02-29,82.0,35505.08502641114,1477.0,44.0,45.0,,,170023.35690696424,,,1109.2250422992042
"Homosassa Springs, FL",2020-03-31,77.0,35630.15254130452,1487.0,42.0,52.0,,,171002.60388162752,,,1123.1282064654401
"Homosassa Springs, FL",2020-04-30,77.0,35348.20445434636,1411.0,44.0,38.0,,,171906.6942940437,,,1122.4081511349189
"Homosassa Springs, FL",2020-05-31,79.0,35190.24113397194,1333.0,50.0,40.0,,,172313.6330997803,,,1103.3028839046997
"Homosassa Springs, FL",2020-06-30,80.0,35037.989686024135,1231.0,54.0,48.0,,,172692.88919202576,,,1110.1132728262946
"Homosassa Springs, FL",2020-07-31,77.0,34749.59924672293,1150.0,58.0,37.0,,,173451.24906950528,,,1124.7494026747272
"Homosassa Springs, FL",2020-08-31,70.0,34856.39275488494,1048.0,58.0,45.0,,,175180.81133272356,,,1147.584320940817
"Homosassa Springs, FL",2020-09-30,58.0,35220.72520417907,971.0,58.0,51.0,,,177793.974813506,,,1154.3349232853348
"Homosassa Springs, FL",2020-10-31,46.0,35650.5619517716,949.0,59.0,34.0,,,181005.83314602752,,,1162.3719256696038
"Homosassa Springs, FL",2020-11-30,42.0,36104.49097085518,950.0,56.0,30.0,,,184628.65000083364,,,1180.2655932732248
"Homosassa Springs, FL",2020-12-31,43.0,36522.80841498766,954.0,54.0,39.0,,,188309.92033724903,,,1182.61715238225
"Homosassa Springs, FL",2021-01-31,47.0,36706.08437287563,935.0,59.0,54.0,,,191763.5128947523,,,1227.1284859701043
"Homosassa Springs, FL",2021-02-28,46.0,37527.31704727166,875.0,68.0,66.0,,,194917.52550305272,,,1237.128515913033
"Homosassa Springs, FL",2021-03-31,42.0,39063.23436385408,826.0,72.0,66.0,,,198250.2746401475,,,1266.9486656067602
"Homosassa Springs, FL",2021-04-30,32.0,39739.08200511827,775.0,72.0,65.0,,,202337.28091169358,,,1274.3344308543954
"Homosassa Springs, FL",2021-05-31,26.0,40291.09059932274,778.0,69.0,42.0,,,207280.8151903246,,,1295.2904238571095
"Homosassa Springs, FL",2021-06-30,20.0,41412.044522053315,790.0,66.0,38.0,,,213290.76049596778,,,1315.7043448837587
"Homosassa Springs, FL",2021-07-31,20.0,42038.905866196765,813.0,64.0,34.0,,,219057.27252152946,,,
"Homosassa Springs, FL",2021-08-31,19.0,42844.88035733539,841.0,62.0,37.0,,,224179.99383486647,,,1354.2124335573944
"Homosassa Springs, FL",2021-09-30,21.0,43755.74490851929,859.0,60.0,51.0,,,228034.76011006246,,,1360.466083249665
"Homosassa Springs, FL",2021-10-31,21.0,45078.1098657137,906.0,59.0,52.0,,,231671.64916966498,,,1386.5001269913193
"Homosassa Springs, FL",2021-11-30,24.0,45748.734597856295,904.0,58.0,42.0,,,235347.28471075743,,,1403.2807444600353
"Homosassa Springs, FL",2021-12-31,25.0,46520.80790415486,895.0,59.0,56.0,,,238878.03365070105,,,1435.705444673182
"Homosassa Springs, FL",2022-01-31,28.0,48354.46787763924,852.0,66.0,61.0,,,243373.505172833,,,1453.3350718078195
"Homosassa Springs, FL",2022-02-28,26.0,50765.71813726848,831.0,72.0,71.0,,,248761.77543751898,,,1449.622426635869
"Homosassa Springs, FL",2022-03-31,25.0,53904.64128512147,836.0,72.0,81.0,,,255206.138529217,,,1458.806392802538
"Homosassa Springs, FL",2022-04-30,22.0,59278.56900147371,836.0,69.0,75.0,,,261938.79881491596,,,1469.5885023512967
"Homosassa Springs, FL",2022-05-31,21.0,61972.76236375011,876.0,62.0,69.0,,,268493.1874531287,,,1492.1583902813588
"Homosassa Springs, FL",2022-06-30,19.0,64947.00268916199,930.0,55.0,75.0,,,274830.5712260044,,,1521.1226975784466
"Homosassa Springs, FL",2022-07-31,21.0,65381.46392336437,1001.0,49.0,72.0,,,279207.4155687312,,,1538.0275879127016
"Homosassa Springs, FL",2022-08-31,25.0,64992.26662541245,1071.0,46.0,58.0,,,281541.1421706875,,,1548.0099718761892
"Homosassa Springs, FL",2022-09-30,30.0,70285.41030454903,1102.0,42.0,78.0,,,281771.1106856105,,,1532.9809069608839
"Homosassa Springs, FL",2022-10-31,35.0,75082.02024498917,1153.0,39.0,87.0,,,281576.29220488603,,,1520.154681522946
"Homosassa Springs, FL",2022-11-30,40.0,74597.29829013067,1184.0,37.0,58.0,,,281229.6984697519,,,1509.7988061598912
"Homosassa Springs, FL",2022-12-31,44.0,71992.88137531323,1226.0,38.0,74.0,,,280563.44201653876,,,1524.930819429477
"Homosassa Springs, FL",2023-01-31,48.0,71911.68306303577,1264.0,40.0,66.0,,,278875.233999986,,,1545.8498519170807
"Homosassa Springs, FL",2023-02-28,53.0,71612.90041712028,1283.0,41.0,76.0,,,277265.9141818893,,,1569.6115520180197
"Homosassa Springs, FL",2023-03-31,56.0,73237.31114186399,1307.0,41.0,110.0,,,276410.92002444435,,,1570.1828042493876
"Homosassa Springs, FL",2023-04-30,56.0,72337.79668068826,1280.0,41.0,69.0,,,276828.4986190695,,,1564.819943402077
"Homosassa Springs, FL",2023-05-31,55.0,73157.71592924808,1252.0,41.0,84.0,,,277545.95313703804,,,1570.6755697149217
"Homosassa Springs, FL",2023-06-30,55.0,75337.86353453076,1213.0,40.0,104.0,,,278841.132571939,,,1578.9852735483753
"Homosassa Springs, FL",2023-07-31,54.0,76500.15730714182,1183.0,41.0,71.0,,,279826.4594739873,,,1586.6910649704728
"Homosassa Springs, FL",2023-08-31,47.0,78263.0079021654,1169.0,41.0,82.0,,,280606.4408995872,,,1593.6171971322879
"Homosassa Springs, FL",2023-09-30,44.0,79168.46202546493,1156.0,40.0,87.0,,,280442.3174795422,,,1598.9243653401152
"Homosassa Springs, FL",2023-10-31,43.0,81866.04012731671,1181.0,38.0,60.0,,,280269.09331956453,,,1610.3933631953194
"Homosassa Springs, FL",2023-11-30,49.0,80915.27267721627,1227.0,37.0,54.0,,,280163.330606869,,,1622.9509044268746
"Homosassa Springs, FL",2023-12-31,53.0,77301.91904629444,1271.0,36.0,51.0,,,280203.4238751699,,,1621.7348766051023
"Homosassa Springs, FL",2024-01-31,61.0,76694.82860931719,1333.0,36.0,68.0,,,280276.2309416086,,,1623.126092921662
"Homosassa Springs, FL",2024-02-29,64.0,77616.18585778352,1396.0,37.0,65.0,,,280499.1256188177,,,1603.9663184228384
"Homosassa Springs, FL",2024-03-31,67.0,78090.3422088185,1488.0,37.0,57.0,,,281056.81528713973,,,1616.204108390093
"Homosassa Springs, FL",2024-04-30,66.0,79398.64923671942,1533.0,34.0,91.0,,,281488.0424040618,,,1621.3618581282813
"Homosassa Springs, FL",2024-05-31,67.0,79869.9951300076,1566.0,33.0,79.0,,,281588.97854475694,,,1631.4841395313138
"Homosassa Springs, FL",2024-06-30,69.0,78962.02206181981,1593.0,33.0,78.0,,,281370.03647607216,,,1622.7438739020733
"Homosassa Springs, FL",2024-07-31,70.0,78527.39140006078,1637.0,33.0,74.0,,,281224.0164414591,,,1628.641937787101
"Homosassa Springs, FL",2024-08-31,69.0,76448.64092316816,1622.0,32.0,57.0,,,281192.1925486528,,,1627.9607010512098
"Homosassa Springs, FL",2024-09-30,72.0,74939.66232101651,1585.0,32.0,45.0,,,281017.0460032819,,,1628.6775866180783
"Homosassa Springs, FL",2024-10-31,75.0,76250.2149142832,1520.0,32.0,63.0,,,280392.6209155482,,,1633.9308602639853
"Homosassa Springs, FL",2024-11-30,76.0,78297.88344808064,1503.0,33.0,50.0,,,279611.19638505514,,,1632.2184124198125
"Homosassa Springs, FL",2024-12-31,79.0,77618.19326413918,1495.0,34.0,85.0,,,278936.7424757946,,,1661.6234863561085
"Homosassa Springs, FL",2025-01-31,83.0,78997.22685353465,1539.0,34.0,70.0,,,278652.1519130242,,,1663.2722282720258
"Homosassa Springs, FL",2025-02-28,89.0,78199.33821985402,1610.0,33.0,77.0,,,278140.0950470354,,,1670.5325866690894
"Homosassa Springs, FL",2025-03-31,84.0,76862.81652487165,1694.0,32.0,72.0,,,277068.61419001897,,,1671.4826851541034
"Homosassa Springs, FL",2025-04-30,79.0,76894.08514804894,1768.0,32.0,77.0,,,275362.622368655,,,1664.6056037644087
"Homosassa Springs, FL",2025-05-31,76.0,76973.21383079102,1810.0,33.0,87.0,,,273471.4723801586,,,1668.262854133983
"Homosassa Springs, FL",2025-06-30,79.0,76495.46213390883,1825.0,34.0,106.0,,,271478.73202428356,,,1651.875660226621
"Homosassa Springs, FL",2025-07-31,88.0,75494.36575700168,1796.0,33.0,95.0,,,269562.588030858,,,1657.4110436102505
"Homosassa Springs, FL",2025-08-31,96.0,74330.20797478128,1763.0,32.0,71.0,,,267805.07182198693,,,1660.2972127082328
"Homosassa Springs, FL",2025-09-30,94.0,73147.79110368658,1732.0,33.0,102.0,,,266644.6846305882,,,1651.64547439876
"Homosassa Springs, FL",2025-10-31,88.0,72442.9219009443,1730.0,33.0,85.0,,,265952.4045830804,,,1656.147884899846
"Homosassa Springs, FL",2025-11-30,85.0,72362.58083914209,1719.0,32.0,89.0,,,265981.2690503094,,,1657.5596676133835
"Homosassa Springs, FL",2025-12-31,95.0,72191.91173312315,1694.0,31.0,122.0,,,266373.1178288628,,,1668.1445867164869
"Homosassa Springs, FL",2026-01-31,102.0,71866.43073619393,1689.0,32.0,,,,267049.51843136386,,,1660.0151515151513
"Homosassa Springs, FL",2026-02-28,,,,,,,0.2,,,,
"Homosassa Springs, FL",2026-04-30,,,,,,,0.4,,,,
"Homosassa Springs, FL",2027-01-31,,,,,,,1.2,,,,
"Jacksonville, FL",2000-01-31,,,,,,,,113412.44410456349,,,
"Jacksonville, FL",2000-02-29,,,,,,,,113655.67900768155,,,
"Jacksonville, FL",2000-03-31,,,,,,,,113918.82695792132,,,
"Jacksonville, FL",2000-04-30,,,,,,,,114481.20507174682,,,
"Jacksonville, FL",2000-05-31,,,,,,,,115120.42588794047,,,
"Jacksonville, FL",2000-06-30,,,,,,,,115848.11252861381,,,
"Jacksonville, FL",2000-07-31,,,,,,,,116613.78591505985,,,
"Jacksonville, FL",2000-08-31,,,,,,,,117304.69159997744,,,
"Jacksonville, FL",2000-09-30,,,,,,,,117906.99271929143,,,
"Jacksonville, FL",2000-10-31,,,,,,,,118485.23996376219,,,
"Jacksonville, FL",2000-11-30,,,,,,,,119193.71111844854,,,
"Jacksonville, FL",2000-12-31,,,,,,,,119973.53183478699,,,
"Jacksonville, FL",2001-01-31,,,,,,,,120773.2353369478,,,
"Jacksonville, FL",2001-02-28,,,,,,,,121573.28518946849,,,
"Jacksonville, FL",2001-03-31,,,,,,,,122413.22525230514,,,
"Jacksonville, FL",2001-04-30,,,,,,,,123317.79306441534,,,
"Jacksonville, FL",2001-05-31,,,,,,,,124073.15392000524,,,
"Jacksonville, FL",2001-06-30,,,,,,,,124755.15700886626,,,
"Jacksonville, FL",2001-07-31,,,,,,,,125437.88706569467,,,
"Jacksonville, FL",2001-08-31,,,,,,,,126202.03600010784,,,
"Jacksonville, FL",2001-09-30,,,,,,,,127010.39406941125,,,
"Jacksonville, FL",2001-10-31,,,,,,,,127716.5874855604,,,
"Jacksonville, FL",2001-11-30,,,,,,,,128555.6742891677,,,
"Jacksonville, FL",2001-12-31,,,,,,,,129412.0191557595,,,
"Jacksonville, FL",2002-01-31,,,,,,,,130311.32275247714,,,
"Jacksonville, FL",2002-02-28,,,,,,,,131064.38308595204,,,
"Jacksonville, FL",2002-03-31,,,,,,,,131778.23234041422,,,
"Jacksonville, FL",2002-04-30,,,,,,,,132517.93134923428,,,
"Jacksonville, FL",2002-05-31,,,,,,,,133362.01544781573,,,
"Jacksonville, FL",2002-06-30,,,,,,,,134259.790423886,,,
"Jacksonville, FL",2002-07-31,,,,,,,,135205.0664040988,,,
"Jacksonville, FL",2002-08-31,,,,,,,,136092.38236079426,,,
"Jacksonville, FL",2002-09-30,,,,,,,,136936.81174675224,,,
"Jacksonville, FL",2002-10-31,,,,,,,,137744.29722438377,,,
"Jacksonville, FL",2002-11-30,,,,,,,,138564.72956312067,,,
"Jacksonville, FL",2002-12-31,,,,,,,,139436.85285964262,,,
"Jacksonville, FL",2003-01-31,,,,,,,,140353.29448505855,,,
"Jacksonville, FL",2003-02-28,,,,,,,,141305.83867082454,,,
"Jacksonville, FL",2003-03-31,,,,,,,,142242.93951846598,,,
"Jacksonville, FL",2003-04-30,,,,,,,,143240.07055897985,,,
"Jacksonville, FL",2003-05-31,,,,,,,,144224.59409011938,,,
"Jacksonville, FL",2003-06-30,,,,,,,,145249.4846017298,,,
"Jacksonville, FL",2003-07-31,,,,,,,,146288.73074305116,,,
"Jacksonville, FL",2003-08-31,,,,,,,,147418.38791871088,,,
"Jacksonville, FL",2003-09-30,,,,,,,,148603.08835116532,,,
"Jacksonville, FL",2003-10-31,,,,,,,,149773.0898825359,,,
"Jacksonville, FL",2003-11-30,,,,,,,,150988.73670762926,,,
"Jacksonville, FL",2003-12-31,,,,,,,,152107.27606110447,,,
"Jacksonville, FL",2004-01-31,,,,,,,,153203.26096581985,,,
"Jacksonville, FL",2004-02-29,,,,,,,,154229.5430889427,,,
"Jacksonville, FL",2004-03-31,,,,,,,,155474.5480237231,,,
"Jacksonville, FL",2004-04-30,,,,,,,,156962.66939740384,,,
"Jacksonville, FL",2004-05-31,,,,,,,,158649.9905487967,,,
"Jacksonville, FL",2004-06-30,,,,,,,,160425.012504257,,,
"Jacksonville, FL",2004-07-31,,,,,,,,162246.21882394268,,,
"Jacksonville, FL",2004-08-31,,,,,,,,164190.19684400564,,,
"Jacksonville, FL",2004-09-30,,,,,,,,166165.63590869284,,,
"Jacksonville, FL",2004-10-31,,,,,,,,167968.9566751618,,,
"Jacksonville, FL",2004-11-30,,,,,,,,169677.48087175796,,,
"Jacksonville, FL",2004-12-31,,,,,,,,171457.41035738468,,,
"Jacksonville, FL",2005-01-31,,,,,,,,173281.4682621736,,,
"Jacksonville, FL",2005-02-28,,,,,,,,175058.45032917653,,,
"Jacksonville, FL",2005-03-31,,,,,,,,176800.25718039938,,,
"Jacksonville, FL",2005-04-30,,,,,,,,178839.58704694235,,,
"Jacksonville, FL",2005-05-31,,,,,,,,181112.52760278914,,,
"Jacksonville, FL",2005-06-30,,,,,,,,183662.59906194697,,,
"Jacksonville, FL",2005-07-31,,,,,,,,186364.02334775365,,,
"Jacksonville, FL",2005-08-31,,,,,,,,189253.76524144303,,,
"Jacksonville, FL",2005-09-30,,,,,,,,192327.71037611537,,,
"Jacksonville, FL",2005-10-31,,,,,,,,195384.23832111395,,,
"Jacksonville, FL",2005-11-30,,,,,,,,198259.47140784017,,,
"Jacksonville, FL",2005-12-31,,,,,,,,200940.62704037127,,,
"Jacksonville, FL",2006-01-31,,,,,,,,203690.92047540867,,,
"Jacksonville, FL",2006-02-28,,,,,,,,206469.81682906274,,,
"Jacksonville, FL",2006-03-31,,,,,,,,209360.9426942101,,,
"Jacksonville, FL",2006-04-30,,,,,,,,212300.64793664377,,,
"Jacksonville, FL",2006-05-31,,,,,,,,215425.11963760896,,,
"Jacksonville, FL",2006-06-30,,,,,,,,218344.40133867806,,,
"Jacksonville, FL",2006-07-31,,,,,,,,221000.7601732641,,,
"Jacksonville, FL",2006-08-31,,,,,,,,223254.51062846673,,,
"Jacksonville, FL",2006-09-30,,,,,,,,224863.7611787713,,,
"Jacksonville, FL",2006-10-31,,,,,,,,225971.31981902255,,,
"Jacksonville, FL",2006-11-30,,,,,,,,226461.63232199592,,,
"Jacksonville, FL",2006-12-31,,,,,,,,226695.93701870905,,,
